kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
2768.5;2103-2113;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
2776;0000-2400;;RUS;RCV Russian Navy;-CW;SEE;se;1;;[1219]
2783;0105-0115;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;0305-0315;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;0505-0515;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;0705-0715;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;0905-0915;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;1105-1115;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;1305-1315;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;1505-1515;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;1705-1715;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;1905-1915;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;2105-2115;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2783;2305-2315;;CHN;XSJ Zhanjiang Radio;M;FE;zj;1;;
2784;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1119]
2789;0000-2400;;F;FUE French Navy STANAG;F;NAO;br;1;;[0120]
2789;0000-2400;;I;Romaradio IAR;I;SEu;me;1;;[0121]
2799;0633-0643;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;0703-0713;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;0903-0913;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;1133-1143;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;1533-1543;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;1733-1743;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;2133-2143;;GRC;Olimpia Radio;E;SEE;i;1;;
2799;2333-2343;;GRC;Olimpia Radio;E;SEE;i;1;;
2804.2;0000-2400;;I;IDR Ny Roma STANAG;;SEu;;1;;
2805;0000-2400;;USA;US Air Force ALE;;Glo;;1;;
2807;1500-0300;;RUS;REA4 AirForce Meteo x40;-CW;EEu;xx;1;0109;3110
2818;1233-1243;;SUR;PZN Paramaribo Radio;E;SUR;pm;1;;
2818;2133-2143;;SUR;PZN Paramaribo Radio;E;SUR;pm;1;;
2830;0033-0043;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;0633-0643;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;0703-0713;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;0903-0913;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;1033-1043;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;1533-1543;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;1633-1643;;GRC;Olimpia Radio;E;SEE;k;1;;
2830;2133-2143;;GRC;Olimpia Radio;E;SEE;k;1;;
2836;0903-0918;;KOR;HLK Gangneung Radio;K,E;KOR;;1;;
2842.2;0000-2400;;CAN;CFH Halifax STANAG;;NAm;hx;1;;[0119]
2860;0000-2400;;IRL;Shannon Aeradio I;E;NAO;s;1;;
2863;0000-2400;;HWA;Honolulu Volmet x25,x55;E;Oc;ho;8;;[1015]
2863;0000-2400;;J;Tokyo Volmet x10,x40;E;FE;tv;1;;[0419]
2869;0000-2400;;IRL;Shannon Aeradio J;E;NAO;s;1;;
2869;0000-2400;;RUS;Novosibir Volmet x10,40;R;CIS;nv;1;;
2869;0000-2400;;RUS;Samara Volmet x15,45;R;CIS;sv;1;;[0418]
2869;0000-2400;;RUS;Syktyvkar Volmet x00,30;R;CIS;sy;1;;[0119]
2869;0000-2400;;USA;San Francisco Radio 2;E;EOc;dx;1;;
2872;0000-2400;;CAN;Gander Radio C;E;NAO;g;1;;[0415]
2872;1800-0900;;IRL;Shannon Aeradio C;E;NAO;s;1;;[1219]
2872;0000-2400;;ISL;Iceland Radio C;E;NAO;;1;;
2881;0000-2400;;IRL;Shannon Aeradio I;E;NAO;s;1;;
2887;0000-2400;;USA;New York Radio CAR-A;E;Car;bg;1;;[1119]
2890;0000-2400;;IRL;Shannon Aeradio I;E;NAO;s;1;;
2899;0000-2400;;CAN;Gander Radio B;E;NAO;g;1;;[1219]
2899;1800-0900;;IRL;Shannon Aeradio B;E;NAO;s;1;;
2899;0000-2400;;ISL;Iceland Radio B;E;NAO;;1;;
2932;0000-2400;;USA;San Francisco Radio NP2;E;NOc;/HWA-m;1;;
2941;0000-2400;;KOR;Seoul Muan HFDL (ID10);-HF;FE;m;1;;
2941;0000-2400;;RUS;Rostov Volmet x25,55;R;CIS;rv;1;;[1019]
2944;0000-2400;;ALS;Barrow HFDL (ID9);-HF;NOc;ba;1;;
2944;0000-2400;;IRL;Shannon Aeradio J;E;NAO;s;1;;[1219]
2962;0000-2400;;AZR;Santa Maria Radio E;E;NAO;sm;1;;
2962;0000-2400;;USA;New York Radio E;E;NAO;bg;1;;
2965;1305-0240;;IND;Kolkata Volmet x05,x35;E;SAs;kv;1;;
2965;1325-0300;;IND;Mumbai Volmet x25,x55;E;SAs;mv;1;;[0119]
2965;0000-2400;;IRL;Shannon Aeradio H;E;NAO;s;1;;
2965;1515-0120;;PAK;Karachi Volmet x15,x45;E;SAs;kv;1;;
2965;1210-2245;;THA;Bangkok Volmet x10,x40;E;SAs;bv;1;;[1019]
2971;0100-0800;;IRL;Shannon Aeradio D;E;NAO;s;1;;[1118]
2992;0000-2400;;ALS;Barrow HFDL (ID9);-HF;NOc;ba;1;;
2992;0000-2400;;IRL;Shannon Aeradio J;E;NAO;s;1;;
2998;0000-2400;;IRL;Shannon HFDL (ID7);-HF;NAO;s;1;;[0120]
2998;0000-2400;;USA;San Francisco Radio CWP;E;WOc;/GUM-b;1;;
2998;0000-2400;;USA;San Francisco Radio CWP;E;WOc;/HWA-m;1;;
3007;0000-2400;;ALS;Barrow HFDL (ID9);-HF;NOc;ba;1;;
3016;0000-2400;;AFS;Johannesburg HFDL (ID8);-HF;SAf;j;1;;
3016;2100-0800;;AZR;Santa Maria Radio A;E;NAO;sm;1;;[1219]
3016;0000-2400;;CAN;Gander Radio A;E;NAO;g;1;;[0421]
3016;0100-0900;;IRL;Shannon Aeradio A;E;NAO;s;1;;
3016;1800-2200;;IRL;Shannon Aeradio A;E;NAO;s;1;;
3016;0000-2400;;USA;New York Radio A;E;NAO;bg;1;;[0221]
3023;0000-2400;;XUU;Search and Rescue Coord;E;;;1;;
3040;0000-2400;;RUS;Khantym Aero Berezhny;R;RUS;km;1;;[1219]
3040;0000-2400;;RUS;Salekhard AeroFabrikant;R;RUS;sh;1;;[1219]
3040;0000-2400;;RUS;Surgut Aero Tsadik-Dva;R;RUS;su;1;;[1219]
3044;0000-2400;;F;FUE French Navy USB/FSK;F;NAO;br;1;;
3059;0000-2400;;USA;US Air Force ALE;;Glo;;1;;
3086;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
3095;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
3107;0000-2400;;F;Armor French Ny USB/FSK;F;NAO;br;1;;
3116;0000-2400;;D;DHJ58 Marine;D,E;Eu;gl;1;;[1119]
3116;0000-2400;;RUS;Irkutsk Volmet x25,x55;R;Sib;iv;1;;
3125;0005-0015;;GRL;OYR Aasiaat Radio;E;GRL;si;4;;
3125;0035-0045;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;0335-0345;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;0637-0647;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;0905-0915;;GRL;OYR Aasiaat Radio;E;GRL;si;2;;
3125;0937-0947;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;[1220]
3125;1235-1245;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;1405-1415;;GRL;OYR Aasiaat Radio;E;GRL;si;2;;
3125;1535-1545;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;1805-1815;;GRL;OYR Aasiaat Radio;E;GRL;si;5;;
3125;1835-1845;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;1905-1915;;GRL;OYR Aasiaat Radio;E;GRL;si;4;;
3125;2135-2145;;GRL;OYR Aasiaat Radio;E;GRL;si;1;;
3125;2305-2315;;GRL;OYR Aasiaat Radio;E;GRL;si;5;;
3137;0000-2400;;USA;US Air Force ALE;;Glo;;1;;
3143;0000-2400;;D;DHM91 German Air Force;E;Eu;al;1;;[1119]
3151.5;0000-2400;;KRE;HMA Pyongyang Meteo;-CW;FE;;1;;[1216]
3154;0000-2400;;KRE;HMA Pyongyang Meteo;-CW;FE;;1;;[0718]
3163.5;0000-2400;;RUS;RJD Russian Navy;-CW;RUS;sd;1;;[1219]
3168;0000-2400;;KRE;HMA Pyongyang Meteo;-CW;FE;;1;;[0417]
3168.5;0000-2400;;RUS;Channel Marker L;-CW;RUS;pt;1;;[0318]
3170;0000-2400;;NOR;IAP SauraRadar 7,10,13u;;NEu;as;1;;
3170;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
3173;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;[1119]
3180;0000-2400;;D;IAP Juliusruh Radar 27us;;CEu;jr;1;;
3185;0100-0400;;USA;WWRB Manchester, TN;E;NAm;ma;5;;[0321]
3188.5;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
3195;0100-0400;;USA;WWRB Manchester, TN;E;NAm;ma;8;;
3205;1950-1800;;KRE;KCBS DIGITAL;K;KRE;k;1;;[0621]
3210;0300-0500;Fr-Sa;AUS;Unique Radio;E;AUS;g;3;;
3210;0800-1100;Fr;AUS;Unique Radio;E;AUS;g;3;;
3210;0900-1300;SaSu;AUS;Unique Radio;E;AUS;g;3;;
3210;1500-1600;Su;AUS;Unique Radio;E;AUS;g;3;;
3210;1600-1700;Sa;AUS;Unique Radio;E;AUS;g;3;;
3215;0200-0300;Mo;USA;Brother Stair;E;NAm;n;2;;
3215;0500-0600;Tu-Sa;USA;Brother Stair;E;NAm;n;2;;
3215;0600-1200;;USA;Brother Stair;E;NAm;n;2;;
3215;0200-0600;;USA;WWCR 1 Nashville, TN;E;NAm;n;2;;
3215;2100-0100;;USA;WWRB Manchester, TN;E;NAm;ma;0;;
3216;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
3220;1950-1800;;KRE;KCBS Pyongyang;K;KRE;h;1;;[0921]
3220;1800-1900;;KRE;PBS Pyongyang Pansong;K;FE;h;1;;[0820]
3220;1900-1950;;KRE;PBS Pyongyang Pansong;K;FE;h;1;;
3221.2;0000-2400;;I;IDN Ital.Navy STANAG;;SEu;sr;1;;
3222;0000-2400;;RUS;RCV Russian Navy;-CW;SEE;se;1;;[1219]
3224;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
3226;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
3227;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[0121]
3239;0000-2400;;CHL;Gendarmeria Chile ALE;;CHL;;1;;
3240;1630-1645;Sa;SWZ;Trans World Radio;P;MOZ;;5;;
3240;1630-1645;Tu;SWZ;Trans World Radio;SGA;MOZ;;5;;
3241;0000-2400;;CHN;BDF2 Shanghai Fax;;FE;;1;;
3243;1400-0530;;RUS;Goose Channel Marker;;RUS;sk;1;0111;2802
3243;1600-0430;;RUS;Goose Channel Marker;;RUS;sk;1;0103;3004
3243;1630-0430;;RUS;Goose Channel Marker;;RUS;sk;1;0109;3010
3243;1730-0300;;RUS;Goose Channel Marker;;RUS;sk;1;0105;3108
3244;0000-2400;;RUS;RDL Russian Navy;-CW;RUS;m;1;;
3247.4;0945-1000;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
3247.4;1045-1100;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
3247.4;1145-1200;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;[0718]
3247.4;1245-1300;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
3247.4;1345-1400;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
3247.4;1445-1500;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;[0115]
3247.4;1545-1600;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
3247.4;1645-1700;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
3249.2;0000-2400;;NOR;Norway Navy STANAG;;NEu;;1;;[0120]
3250;1950-1800;;KRE;KCBS Pyongyang;K;KRE;p;1;;[1021]
3253;0100-0140;;CAN;VFF Iqaluit Meteo Fax;;ENA;r;1;1007;3110
3253;0200-0240;;CAN;VFF Iqaluit Meteo Fax;;ENA;r;1;1007;3110
3253;0600-0630;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;1005;3112
3253;0700-0730;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;1005;3112
3253;1000-1030;;CAN;VFF Iqaluit Meteo Fax;;ENA;r;1;1007;3110
3253;1100-1130;;CAN;VFF Iqaluit Meteo Fax;;ENA;r;1;1007;3110
3253;2100-2130;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;1005;3112
3253;2200-2230;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;1005;3112
3254;0000-2400;;RUS;RCC Ny Petropavlovsk;-CW;Oc;pk;1;;[1216]
3254.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
3255;0000-2400;;AZE;Baku Aero Sardina;R;CAs;b;1;;[0217]
3255;0000-2400;;KAZ;AktyubinskAero Ambarcik;R;CAs;ak;1;;[1218]
3255;0000-2400;;RUS;Mozdok Aero Assistent;R;CAs;mz;1;;[1218]
3255;0000-2400;;RUS;Samara Aero Amba;R;CAs;sv;1;;[1218]
3255;0000-2400;;TKM;Ashgabat Aero;R;CAs;as;1;;[1218]
3255;0000-2400;;TKM;Turkmenbashi Aero;R;CAs;tb;1;;[1218]
3255;0000-2400;;UZB;Nukus Aero;R;CAs;nu;1;;[0217]
3265;0100-0100;;USA;Brother Stair;E;NAm;q;2;;[0721]
3265;0100-0200;Sa;USA;WBCQ The Planet;E;NAm;q;2;;[0721]
3270;0000-2400;;KAZ;Almaty Aero;R;CAs;av;1;;[0119]
3270;0000-2400;;RUS;Novosib. Aero Katyusha;R;CAs;nv;1;;[0119]
3270;0000-2400;;RUS;Omsk Aero Kapel;R;RUS;om;1;;[1218]
3270;0000-2400;;RUS;Rostov Aero;R;RUS;rv;1;;[1218]
3270;0000-2400;;RUS;Saratov Aero;R;RUS;s1;1;;[1218]
3276;0005-0015;;GRL;OYR Aasiaat Radio;E;GRL;up;4;;
3276;0035-0045;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;0335-0345;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;0637-0647;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;0905-0915;;GRL;OYR Aasiaat Radio;E;GRL;up;2;;
3276;0937-0947;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;[0121]
